gt_path,img_path,label,size
./Data/DUTS/DUTS-TR/GT/n03710721_4010.png,./Data/DUTS/DUTS-TR/Img/n03710721_4010.jpg,4,0.400009363
./Data/DUTS/DUTS-TR/GT/sun_apxhdmbhmgwllujk.png,./Data/DUTS/DUTS-TR/Img/sun_apxhdmbhmgwllujk.jpg,4,0.400018727
./Data/DUTS/DUTS-TR/GT/ILSVRC2014_train_00006077.png,./Data/DUTS/DUTS-TR/Img/ILSVRC2014_train_00006077.jpg,4,0.40002809
./Data/DUTS/DUTS-TR/GT/ILSVRC2013_test_00007395.png,./Data/DUTS/DUTS-TR/Img/ILSVRC2013_test_00007395.jpg,4,0.400041118
./Data/DUTS/DUTS-TR/GT/n03690938_4485.png,./Data/DUTS/DUTS-TR/Img/n03690938_4485.jpg,4,0.400058333
./Data/DUTS/DUTS-TR/GT/ILSVRC2013_test_00002833.png,./Data/DUTS/DUTS-TR/Img/ILSVRC2013_test_00002833.jpg,4,0.400102996
./Data/DUTS/DUTS-TR/GT/ILSVRC2012_test_00098324.png,./Data/DUTS/DUTS-TR/Img/ILSVRC2012_test_00098324.jpg,4,0.40015
./Data/DUTS/DUTS-TR/GT/n03942813_486.png,./Data/DUTS/DUTS-TR/Img/n03942813_486.jpg,4,0.400208333
./Data/DUTS/DUTS-TR/GT/n04026417_29410.png,./Data/DUTS/DUTS-TR/Img/n04026417_29410.jpg,4,0.400304348
./Data/DUTS/DUTS-TR/GT/n07718747_25999.png,./Data/DUTS/DUTS-TR/Img/n07718747_25999.jpg,4,0.400392491
./Data/DUTS/DUTS-TR/GT/n07739125_7220.png,./Data/DUTS/DUTS-TR/Img/n07739125_7220.jpg,4,0.400449438
./Data/DUTS/DUTS-TR/GT/n04026417_41231.png,./Data/DUTS/DUTS-TR/Img/n04026417_41231.jpg,4,0.400458333
./Data/DUTS/DUTS-TR/GT/n07873807_5609.png,./Data/DUTS/DUTS-TR/Img/n07873807_5609.jpg,4,0.400558333
./Data/DUTS/DUTS-TR/GT/n03513137_5435.png,./Data/DUTS/DUTS-TR/Img/n03513137_5435.jpg,4,0.400566667
./Data/DUTS/DUTS-TR/GT/n03445777_6181.png,./Data/DUTS/DUTS-TR/Img/n03445777_6181.jpg,4,0.400566667
./Data/DUTS/DUTS-TR/GT/n03584254_952.png,./Data/DUTS/DUTS-TR/Img/n03584254_952.jpg,4,0.400589888
./Data/DUTS/DUTS-TR/GT/ILSVRC2012_val_00040006.png,./Data/DUTS/DUTS-TR/Img/ILSVRC2012_val_00040006.jpg,4,0.400658333
./Data/DUTS/DUTS-TR/GT/n03775546_5045.png,./Data/DUTS/DUTS-TR/Img/n03775546_5045.jpg,4,0.400816667
./Data/DUTS/DUTS-TR/GT/n07697537_8708.png,./Data/DUTS/DUTS-TR/Img/n07697537_8708.jpg,4,0.400991667
./Data/DUTS/DUTS-TR/GT/n03814639_5454.png,./Data/DUTS/DUTS-TR/Img/n03814639_5454.jpg,4,0.401
./Data/DUTS/DUTS-TR/GT/n07720875_12255.png,./Data/DUTS/DUTS-TR/Img/n07720875_12255.jpg,4,0.401016667
./Data/DUTS/DUTS-TR/GT/ILSVRC2013_test_00006772.png,./Data/DUTS/DUTS-TR/Img/ILSVRC2013_test_00006772.jpg,4,0.401137218
./Data/DUTS/DUTS-TR/GT/n04442312_22926.png,./Data/DUTS/DUTS-TR/Img/n04442312_22926.jpg,4,0.40115
./Data/DUTS/DUTS-TR/GT/n07720875_4376.png,./Data/DUTS/DUTS-TR/Img/n07720875_4376.jpg,4,0.401166045
./Data/DUTS/DUTS-TR/GT/ILSVRC2014_train_00058880.png,./Data/DUTS/DUTS-TR/Img/ILSVRC2014_train_00058880.jpg,4,0.401237374
./Data/DUTS/DUTS-TR/GT/n03782006_5209.png,./Data/DUTS/DUTS-TR/Img/n03782006_5209.jpg,4,0.401310861
./Data/DUTS/DUTS-TR/GT/n07742313_18932.png,./Data/DUTS/DUTS-TR/Img/n07742313_18932.jpg,4,0.401333333
./Data/DUTS/DUTS-TR/GT/ILSVRC2012_test_00035976.png,./Data/DUTS/DUTS-TR/Img/ILSVRC2012_test_00035976.jpg,4,0.401396605
./Data/DUTS/DUTS-TR/GT/n07749582_5808.png,./Data/DUTS/DUTS-TR/Img/n07749582_5808.jpg,4,0.401405775
./Data/DUTS/DUTS-TR/GT/n07742313_600.png,./Data/DUTS/DUTS-TR/Img/n07742313_600.jpg,4,0.401432584
./Data/DUTS/DUTS-TR/GT/ILSVRC2014_train_00011629.png,./Data/DUTS/DUTS-TR/Img/ILSVRC2014_train_00011629.jpg,4,0.401496711
./Data/DUTS/DUTS-TR/GT/ILSVRC2014_train_00028682.png,./Data/DUTS/DUTS-TR/Img/ILSVRC2014_train_00028682.jpg,4,0.401708333
./Data/DUTS/DUTS-TR/GT/n04357314_19156.png,./Data/DUTS/DUTS-TR/Img/n04357314_19156.jpg,4,0.401801471
./Data/DUTS/DUTS-TR/GT/n03710721_12670.png,./Data/DUTS/DUTS-TR/Img/n03710721_12670.jpg,4,0.40185625
./Data/DUTS/DUTS-TR/GT/n04146614_237.png,./Data/DUTS/DUTS-TR/Img/n04146614_237.jpg,4,0.401916667
./Data/DUTS/DUTS-TR/GT/n03445777_3090.png,./Data/DUTS/DUTS-TR/Img/n03445777_3090.jpg,4,0.401924779
./Data/DUTS/DUTS-TR/GT/n04037443_18027.png,./Data/DUTS/DUTS-TR/Img/n04037443_18027.jpg,4,0.401941176
./Data/DUTS/DUTS-TR/GT/n04263257_7125.png,./Data/DUTS/DUTS-TR/Img/n04263257_7125.jpg,4,0.401966667
./Data/DUTS/DUTS-TR/GT/n07718747_761.png,./Data/DUTS/DUTS-TR/Img/n07718747_761.jpg,4,0.401983333
./Data/DUTS/DUTS-TR/GT/ILSVRC2013_test_00007114.png,./Data/DUTS/DUTS-TR/Img/ILSVRC2013_test_00007114.jpg,4,0.402011494
./Data/DUTS/DUTS-TR/GT/ILSVRC2014_train_00013003.png,./Data/DUTS/DUTS-TR/Img/ILSVRC2014_train_00013003.jpg,4,0.402092014
./Data/DUTS/DUTS-TR/GT/n03141823_9043.png,./Data/DUTS/DUTS-TR/Img/n03141823_9043.jpg,4,0.402108333
./Data/DUTS/DUTS-TR/GT/n03710721_5881.png,./Data/DUTS/DUTS-TR/Img/n03710721_5881.jpg,4,0.402119883
./Data/DUTS/DUTS-TR/GT/n02503517_4393.png,./Data/DUTS/DUTS-TR/Img/n02503517_4393.jpg,4,0.402122093
./Data/DUTS/DUTS-TR/GT/n04023962_11965.png,./Data/DUTS/DUTS-TR/Img/n04023962_11965.jpg,4,0.402166667
./Data/DUTS/DUTS-TR/GT/n07734744_6445.png,./Data/DUTS/DUTS-TR/Img/n07734744_6445.jpg,4,0.402179688
./Data/DUTS/DUTS-TR/GT/n07768694_37198.png,./Data/DUTS/DUTS-TR/Img/n07768694_37198.jpg,4,0.402265918
./Data/DUTS/DUTS-TR/GT/n07720875_6689.png,./Data/DUTS/DUTS-TR/Img/n07720875_6689.jpg,4,0.402299107
./Data/DUTS/DUTS-TR/GT/n03196217_2554.png,./Data/DUTS/DUTS-TR/Img/n03196217_2554.jpg,4,0.402308333
./Data/DUTS/DUTS-TR/GT/n03188531_32566.png,./Data/DUTS/DUTS-TR/Img/n03188531_32566.jpg,4,0.402308333
