gt_path,img_path,label,size
./Data/DUTS/DUTS-TR/GT/ILSVRC2014_train_00001630.png,./Data/DUTS/DUTS-TR/Img/ILSVRC2014_train_00001630.jpg,1,0.1353183520599251
./Data/DUTS/DUTS-TR/GT/ILSVRC2012_test_00064901.png,./Data/DUTS/DUTS-TR/Img/ILSVRC2012_test_00064901.jpg,2,0.24218333333333333
./Data/DUTS/DUTS-TR/GT/ILSVRC2014_train_00019447.png,./Data/DUTS/DUTS-TR/Img/ILSVRC2014_train_00019447.jpg,2,0.2914375
./Data/DUTS/DUTS-TR/GT/ILSVRC2012_test_00038823.png,./Data/DUTS/DUTS-TR/Img/ILSVRC2012_test_00038823.jpg,2,0.24317415730337077
./Data/DUTS/DUTS-TR/GT/ILSVRC2012_test_00001492.png,./Data/DUTS/DUTS-TR/Img/ILSVRC2012_test_00001492.jpg,1,0.1108386075949367
./Data/DUTS/DUTS-TR/GT/sun_aasxxjhmtxvjwfzv.png,./Data/DUTS/DUTS-TR/Img/sun_aasxxjhmtxvjwfzv.jpg,3,0.394825
./Data/DUTS/DUTS-TR/GT/ILSVRC2014_train_00004486.png,./Data/DUTS/DUTS-TR/Img/ILSVRC2014_train_00004486.jpg,0,0.008247508305647841
./Data/DUTS/DUTS-TR/GT/n04254680_5458.png,./Data/DUTS/DUTS-TR/Img/n04254680_5458.jpg,0,0.09448501872659176
./Data/DUTS/DUTS-TR/GT/ILSVRC2012_test_00006907.png,./Data/DUTS/DUTS-TR/Img/ILSVRC2012_test_00006907.jpg,2,0.2927059925093633
./Data/DUTS/DUTS-TR/GT/n04019541_5777.png,./Data/DUTS/DUTS-TR/Img/n04019541_5777.jpg,4,0.6347916666666666
./Data/DUTS/DUTS-TR/GT/n03445777_6789.png,./Data/DUTS/DUTS-TR/Img/n03445777_6789.jpg,1,0.19406666666666667
./Data/DUTS/DUTS-TR/GT/n03710721_24592.png,./Data/DUTS/DUTS-TR/Img/n03710721_24592.jpg,3,0.3413846153846154
./Data/DUTS/DUTS-TR/GT/n03775546_9050.png,./Data/DUTS/DUTS-TR/Img/n03775546_9050.jpg,4,0.5447676579925651
./Data/DUTS/DUTS-TR/GT/n03720891_15873.png,./Data/DUTS/DUTS-TR/Img/n03720891_15873.jpg,2,0.27475563909774436
./Data/DUTS/DUTS-TR/GT/n02958343_790.png,./Data/DUTS/DUTS-TR/Img/n02958343_790.jpg,2,0.23102059925093632
./Data/DUTS/DUTS-TR/GT/n04409515_1768.png,./Data/DUTS/DUTS-TR/Img/n04409515_1768.jpg,1,0.18327715355805244
./Data/DUTS/DUTS-TR/GT/n01616318_12833.png,./Data/DUTS/DUTS-TR/Img/n01616318_12833.jpg,2,0.212734375
./Data/DUTS/DUTS-TR/GT/n03764736_13744.png,./Data/DUTS/DUTS-TR/Img/n03764736_13744.jpg,2,0.25805833333333333
./Data/DUTS/DUTS-TR/GT/ILSVRC2012_test_00071581.png,./Data/DUTS/DUTS-TR/Img/ILSVRC2012_test_00071581.jpg,2,0.22703333333333334
./Data/DUTS/DUTS-TR/GT/n01614925_1953.png,./Data/DUTS/DUTS-TR/Img/n01614925_1953.jpg,0,0.0409453125
./Data/DUTS/DUTS-TR/GT/ILSVRC2013_test_00003695.png,./Data/DUTS/DUTS-TR/Img/ILSVRC2013_test_00003695.jpg,3,0.3272
./Data/DUTS/DUTS-TR/GT/n03710721_5217.png,./Data/DUTS/DUTS-TR/Img/n03710721_5217.jpg,2,0.2942537313432836
./Data/DUTS/DUTS-TR/GT/n03584254_670.png,./Data/DUTS/DUTS-TR/Img/n03584254_670.jpg,3,0.3963951310861423
./Data/DUTS/DUTS-TR/GT/ILSVRC2012_test_00021854.png,./Data/DUTS/DUTS-TR/Img/ILSVRC2012_test_00021854.jpg,2,0.21925833333333333
./Data/DUTS/DUTS-TR/GT/n07720875_2169.png,./Data/DUTS/DUTS-TR/Img/n07720875_2169.jpg,4,0.567890625
./Data/DUTS/DUTS-TR/GT/n07718472_1720.png,./Data/DUTS/DUTS-TR/Img/n07718472_1720.jpg,0,0.08246666666666666
./Data/DUTS/DUTS-TR/GT/n07714571_8710.png,./Data/DUTS/DUTS-TR/Img/n07714571_8710.jpg,3,0.37469166666666665
./Data/DUTS/DUTS-TR/GT/ILSVRC2012_test_00004722.png,./Data/DUTS/DUTS-TR/Img/ILSVRC2012_test_00004722.jpg,0,0.09295833333333334
./Data/DUTS/DUTS-TR/GT/ILSVRC2012_test_00060092.png,./Data/DUTS/DUTS-TR/Img/ILSVRC2012_test_00060092.jpg,1,0.11646666666666666
./Data/DUTS/DUTS-TR/GT/ILSVRC2012_test_00079290.png,./Data/DUTS/DUTS-TR/Img/ILSVRC2012_test_00079290.jpg,2,0.24459166666666668
./Data/DUTS/DUTS-TR/GT/n03670208_4237.png,./Data/DUTS/DUTS-TR/Img/n03670208_4237.jpg,2,0.21738
./Data/DUTS/DUTS-TR/GT/n07753113_18591.png,./Data/DUTS/DUTS-TR/Img/n07753113_18591.jpg,4,0.5006166666666667
./Data/DUTS/DUTS-TR/GT/ILSVRC2012_test_00053685.png,./Data/DUTS/DUTS-TR/Img/ILSVRC2012_test_00053685.jpg,1,0.15733208955223882
./Data/DUTS/DUTS-TR/GT/ILSVRC2012_test_00013647.png,./Data/DUTS/DUTS-TR/Img/ILSVRC2012_test_00013647.jpg,2,0.28755
./Data/DUTS/DUTS-TR/GT/sun_abzhthexoxysthft.png,./Data/DUTS/DUTS-TR/Img/sun_abzhthexoxysthft.jpg,1,0.17807807807807807
./Data/DUTS/DUTS-TR/GT/n04026417_28146.png,./Data/DUTS/DUTS-TR/Img/n04026417_28146.jpg,2,0.22903195488721806
./Data/DUTS/DUTS-TR/GT/ILSVRC2012_test_00002803.png,./Data/DUTS/DUTS-TR/Img/ILSVRC2012_test_00002803.jpg,1,0.1161698717948718
./Data/DUTS/DUTS-TR/GT/ILSVRC2012_val_00037544.png,./Data/DUTS/DUTS-TR/Img/ILSVRC2012_val_00037544.jpg,3,0.3644833333333333
./Data/DUTS/DUTS-TR/GT/ILSVRC2013_test_00005580.png,./Data/DUTS/DUTS-TR/Img/ILSVRC2013_test_00005580.jpg,0,0.05472846441947565
./Data/DUTS/DUTS-TR/GT/n03764736_5550.png,./Data/DUTS/DUTS-TR/Img/n03764736_5550.jpg,4,0.5992763157894737
./Data/DUTS/DUTS-TR/GT/n03445777_5809.png,./Data/DUTS/DUTS-TR/Img/n03445777_5809.jpg,0,0.06893382352941177
./Data/DUTS/DUTS-TR/GT/n03584254_5842.png,./Data/DUTS/DUTS-TR/Img/n03584254_5842.jpg,2,0.230925
./Data/DUTS/DUTS-TR/GT/n01669191_778.png,./Data/DUTS/DUTS-TR/Img/n01669191_778.jpg,4,0.4851666666666667
./Data/DUTS/DUTS-TR/GT/n07695742_1032.png,./Data/DUTS/DUTS-TR/Img/n07695742_1032.jpg,4,0.40650833333333336
./Data/DUTS/DUTS-TR/GT/ILSVRC2014_train_00027384.png,./Data/DUTS/DUTS-TR/Img/ILSVRC2014_train_00027384.jpg,2,0.24655
./Data/DUTS/DUTS-TR/GT/n02374451_12802.png,./Data/DUTS/DUTS-TR/Img/n02374451_12802.jpg,2,0.2559796238244514
./Data/DUTS/DUTS-TR/GT/n03134739_8869.png,./Data/DUTS/DUTS-TR/Img/n03134739_8869.jpg,0,0.06717830882352942
